DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
156135.5752075759,0.0,0.0,7326.147000000002,-148809.4282075759
168372.39058951777,0.0,0.0,10295.117999999962,-158077.27258951782
187517.92489120545,0.0,0.0,8067.738000000001,-179450.18689120543
197094.60697717604,0.0,0.0,7964.835861581936,-189129.7711155941
222248.4779076229,0.0,0.0,9866.640000000003,-212381.8379076229
176836.6692748888,0.0,0.0,9329.754,-167506.9152748888
198139.37608329635,0.0,0.0,9150.75392519881,-188988.62215809754
253134.71208225188,0.0,0.0,8536.752,-244597.96008225187
228271.9184196713,0.0,0.0,6621.08699999997,-221650.83141967133
168054.51413464354,0.0,0.0,8388.051000000001,-159666.46313464353
232806.06819228147,0.0,0.0,8149.683784657271,-224656.3844076242
280024.4286037546,0.0,0.0,8138.437357324977,-271885.9912464296
166822.81644222053,0.0,0.0,7099.008000000001,-159723.80844222053
251855.71347404274,0.0,0.0,8122.010514135376,-243733.70295990736
203322.80823019665,0.0,0.0,8424.372000000028,-194898.43623019662
173149.0774132166,0.0,0.0,8480.61000000003,-164668.4674132166
161699.8687937329,0.0,0.0,8625.318000000001,-153074.5507937329
188119.80120837863,0.0,0.0,7694.001,-180425.80020837864
199140.68403159978,0.0,0.0,7116.18,-192024.5040315998
188405.69626305765,0.0,0.0,5865.231,-182540.46526305765
169431.34652644413,0.0,0.0,8783.602129430055,-160647.7443970141
166730.13779515476,0.0,0.0,8228.427526702937,-158501.71026845183
177730.08997650893,0.0,0.0,8338.491000000002,-169391.59897650892
178080.77012120848,0.0,0.0,8041.197000000029,-170039.57312120846
182557.65252481384,0.0,0.0,8570.554357324978,-173987.09816748885
