gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.2955582666666666,0.0,0.0058
0.2959840159284004,0.0,0.004384842537598294
0.29049805631106523,0.0,0.006266666666666667
0.0,0.0,0.01328655610313286
0.2791726626557762,0.0,0.2892645075923664
0.2558180361454699,0.0,0.2827800893810654
0.0,0.0,0.038073228971528615
0.24250941219507322,0.0,0.17302151834042917
0.30498902167801284,0.0,0.2655058869351324
0.30073479691086585,0.0,0.28660044092457193
0.25980195480378493,0.0,0.2992445023054281
0.22857311735246236,0.0,0.29442
0.0,0.0,0.0695204247363821
0.23092335814744014,0.0,0.1586759794470765
0.2013258669701959,0.0,0.2299298793731382
0.181099982301972,0.0,0.21710478616592696
0.2280044426897713,0.0,0.2761056770674758
0.2321,0.0,0.26925577542729334
0.25057013599100975,0.0,0.27732539764354996
0.2526921137061999,0.0,0.2890525007356316
0.20284197742730647,0.0,0.30052880000000043
0.07436926990519614,0.0,0.31244386666666735
0.05042354255039798,0.0,0.33606746666666754
0.0,0.0,0.3474642866782151
0.2955582666666666,0.0,0.0058
